InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
564727,21724,PANDA AND BUNNIES STICKER SHEET,7,28-08-2011 12:31,0.85,16686.0,United Kingdom
542708,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,31-01-2011 13:07,2.95,17621.0,United Kingdom
C574850,23240,SET OF 4 KNICK KNACK TINS DOILY ,-10,07-11-2011 12:03,4.15,14702.0,United Kingdom
572337,23201,JUMBO BAG ALPHABET,100,24-10-2011 10:30,1.79,14607.0,United Kingdom
567183,23399,HOME SWEET HOME HANGING HEART,6,18-09-2011 15:32,0.85,14769.0,United Kingdom
561355,23263,SET OF 3 WOODEN HEART DECORATIONS,12,26-07-2011 14:51,1.25,13090.0,United Kingdom
556953,22690,DOORMAT HOME SWEET HOME BLUE ,2,16-06-2011 08:16,7.95,14911.0,EIRE
544569,22417,PACK OF 60 SPACEBOY CAKE CASES,3,21-02-2011 12:58,0.55,16980.0,United Kingdom
564716,47593B,SCOTTIE DOGS BABY BIB,6,28-08-2011 11:02,0.39,14810.0,United Kingdom
560833,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,21-07-2011 12:14,2.95,16891.0,United Kingdom
538799,21621,VINTAGE UNION JACK BUNTING,2,14-12-2010 11:48,8.5,15039.0,United Kingdom
547063,22711,WRAP CIRCUS PARADE,25,20-03-2011 13:33,0.42,14769.0,United Kingdom
581147,20726,LUNCH BAG WOODLAND,3,07-12-2011 14:01,1.65,16426.0,United Kingdom
574341,22302,COFFEE MUG PEARS  DESIGN,432,04-11-2011 10:09,1.12,18102.0,United Kingdom
547565,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,24-03-2011 09:21,3.75,13035.0,United Kingdom
570521,22311,OFFICE MUG WARMER BLACK+SILVER ,30,11-10-2011 10:43,2.95,12371.0,Switzerland
538917,82582,AREA PATROLLED METAL SIGN,3,15-12-2010 10:57,2.1,17449.0,United Kingdom
549257,20761,BLUE PAISLEY SKETCHBOOK,2,07-04-2011 12:29,3.75,14465.0,United Kingdom
545073,21165,BEWARE OF THE CAT METAL SIGN ,12,28-02-2011 09:26,1.69,14036.0,United Kingdom
564092,84879,ASSORTED COLOUR BIRD ORNAMENT,32,23-08-2011 10:24,1.69,13767.0,United Kingdom
577530,35970,ZINC FOLKART SLEIGH BELLS,12,20-11-2011 13:48,1.69,14950.0,United Kingdom
558125,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,27-06-2011 10:20,2.95,16422.0,United Kingdom
570499,21154,RED RETROSPOT OVEN GLOVE ,10,11-10-2011 09:19,1.25,12772.0,Portugal
542895,22912,YELLOW COAT RACK PARIS FASHION,1,01-02-2011 13:47,4.95,14549.0,United Kingdom
547884,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,28-03-2011 09:07,1.95,13481.0,United Kingdom
565122,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,01-09-2011 11:48,3.75,13069.0,United Kingdom
580559,21889,WOODEN BOX OF DOMINOES,12,05-12-2011 10:24,1.25,15628.0,United Kingdom
558573,21137,BLACK RECORD COVER FRAME,8,30-06-2011 14:47,3.75,17017.0,United Kingdom
574477,22599,CHRISTMAS MUSICAL ZINC STAR,10,04-11-2011 12:21,0.29,15453.0,United Kingdom
573923,23171,REGENCY TEA PLATE GREEN ,12,02-11-2011 09:31,1.65,17965.0,United Kingdom
563613,21154,RED RETROSPOT OVEN GLOVE ,10,18-08-2011 08:49,1.25,12688.0,Israel
571265,22479,DAISY GARDEN MARKER,1,16-10-2011 11:31,1.25,16674.0,United Kingdom
543293,71459,HANGING JAM JAR T-LIGHT HOLDER,12,07-02-2011 11:20,0.85,17613.0,United Kingdom
541784,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,1,21-01-2011 12:37,1.25,17277.0,United Kingdom
573500,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,31-10-2011 12:01,1.65,16931.0,United Kingdom
C543643,22866,HAND WARMER SCOTTY DOG DESIGN,-1,10-02-2011 17:44,2.1,16161.0,United Kingdom
574677,21212,PACK OF 72 RETROSPOT CAKE CASES,1,06-11-2011 12:32,0.55,16445.0,United Kingdom
563946,22993,SET OF 4 PANTRY JELLY MOULDS,12,22-08-2011 10:15,1.25,17527.0,United Kingdom
548664,22241,GARLAND WOODEN HAPPY EASTER,12,01-04-2011 14:45,1.25,14911.0,EIRE
572464,22113,GREY HEART HOT WATER BOTTLE,1,24-10-2011 13:08,4.25,17081.0,United Kingdom
570410,22991,GIRAFFE WOODEN RULER,2,10-10-2011 13:04,1.95,16776.0,United Kingdom
562202,23171,REGENCY TEA PLATE GREEN ,24,03-08-2011 12:33,1.65,15290.0,United Kingdom
566085,20750,RED RETROSPOT MINI CASES,1,09-09-2011 10:12,7.95,17841.0,United Kingdom
562465,23174,REGENCY SUGAR BOWL GREEN,20,05-08-2011 11:46,4.15,13908.0,United Kingdom
562217,22078,RIBBON REEL LACE DESIGN ,10,03-08-2011 14:06,2.1,17659.0,United Kingdom
557210,37449,CERAMIC CAKE STAND + HANGING CAKES,2,17-06-2011 11:49,9.95,18118.0,United Kingdom
579125,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,28-11-2011 12:19,2.89,14215.0,United Kingdom
562346,21975,PACK OF 60 DINOSAUR CAKE CASES,24,04-08-2011 12:14,0.55,16187.0,United Kingdom
538799,22580,ADVENT CALENDAR GINGHAM SACK,1,14-12-2010 11:48,5.95,15039.0,United Kingdom
578519,22608,PENS ASSORTED FUNKY JEWELED ,36,24-11-2011 13:56,0.19,14591.0,United Kingdom
557350,84876B,GREEN HEART COMPACT MIRROR,24,20-06-2011 10:41,1.25,16670.0,United Kingdom
566294,22295,HEART FILIGREE DOVE LARGE,6,11-09-2011 15:41,1.65,15533.0,United Kingdom
544824,22624,IVORY KITCHEN SCALES,2,24-02-2011 09:32,8.5,17139.0,United Kingdom
566306,23090,VINTAGE GLASS T-LIGHT HOLDER,24,12-09-2011 09:36,0.83,13265.0,United Kingdom
578666,85053,FRENCH ENAMEL CANDLEHOLDER,6,24-11-2011 17:06,2.1,17727.0,United Kingdom
548370,22487,WHITE WOOD GARDEN PLANT LADDER,1,30-03-2011 16:14,9.95,15528.0,United Kingdom
556732,22795,SWEETHEART RECIPE BOOK STAND,1,14-06-2011 11:47,6.75,15039.0,United Kingdom
549577,22992,REVOLVER WOODEN RULER ,12,11-04-2011 08:16,1.95,14286.0,United Kingdom
538811,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,14-12-2010 12:22,0.85,13178.0,United Kingdom
543116,85066,CREAM SWEETHEART MINI CHEST,2,03-02-2011 13:29,12.75,17672.0,United Kingdom
561702,23152,IVORY SWEETHEART WIRE LETTER RACK ,4,29-07-2011 10:58,3.75,15149.0,United Kingdom
540698,22349,DOG BOWL CHASING BALL DESIGN,30,11-01-2011 09:24,2.69,17450.0,United Kingdom
580664,21694,SMALL REGAL  SILVER CANDLEPOT ,6,05-12-2011 14:03,2.95,15097.0,United Kingdom
579711,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1,30-11-2011 14:17,1.25,15060.0,United Kingdom
577690,84992,72 SWEETHEART FAIRY CAKE CASES,1,21-11-2011 11:34,0.55,12856.0,United Kingdom
554964,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,27-05-2011 15:57,1.25,15867.0,United Kingdom
563920,22681,FRENCH BLUE METAL DOOR SIGN 6,3,21-08-2011 14:00,1.25,16407.0,United Kingdom
571465,22576,SWALLOW WOODEN CHRISTMAS DECORATION,8,17-10-2011 14:29,0.85,14830.0,United Kingdom
561879,22750,FELTCRAFT PRINCESS LOLA DOLL,8,31-07-2011 12:43,3.75,13722.0,United Kingdom
559289,22380,TOY TIDY SPACEBOY  ,4,07-07-2011 12:22,2.1,15719.0,United Kingdom
553184,22384,LUNCH BAG PINK POLKADOT,2,15-05-2011 12:33,1.65,13232.0,United Kingdom
575152,23330,DECORATIVE WICKER HEART MEDIUM,6,08-11-2011 16:12,1.25,16284.0,United Kingdom
575837,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,11-11-2011 11:37,1.95,12748.0,United Kingdom
565784,90018C,SILVER BLACK ORBIT DROP EARRINGS,2,06-09-2011 16:02,4.25,15089.0,United Kingdom
548511,23050,RECYCLED ACAPULCO MAT GREEN,3,31-03-2011 15:43,8.25,14056.0,United Kingdom
C541959,21034,REX CASH+CARRY JUMBO SHOPPER,-10,24-01-2011 12:35,0.95,14692.0,United Kingdom
572306,22424,ENAMEL BREAD BIN CREAM,1,23-10-2011 15:11,12.75,17841.0,United Kingdom
579536,21675,BUTTERFLIES STICKERS,12,30-11-2011 09:53,0.85,12957.0,United Kingdom
541660,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2,20-01-2011 12:20,3.75,17787.0,United Kingdom
C567704,23287,RED VINTAGE SPOT BEAKER,-8,22-09-2011 09:41,0.85,17716.0,United Kingdom
554663,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,25-05-2011 14:29,2.08,14985.0,United Kingdom
552309,21888,BINGO SET,4,08-05-2011 15:22,3.75,13835.0,United Kingdom
580304,23319,BOX OF 6 MINI 50'S CRACKERS,4,02-12-2011 14:25,2.49,18055.0,United Kingdom
541684,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4,20-01-2011 15:22,4.95,15498.0,United Kingdom
554353,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,24-05-2011 09:10,8.15,14258.0,United Kingdom
538532,22766,PHOTO FRAME CORNICE,8,13-12-2010 10:31,2.95,13209.0,United Kingdom
563022,21932,SCANDINAVIAN PAISLEY PICNIC BAG,4,11-08-2011 13:34,1.65,17248.0,United Kingdom
C571695,21213,PACK OF 72 SKULL CAKE CASES,-48,18-10-2011 14:46,0.55,14776.0,United Kingdom
555260,21071,VINTAGE BILLBOARD DRINK ME MUG,2,01-06-2011 15:34,1.25,13263.0,United Kingdom
566721,22745,POPPY'S PLAYHOUSE BEDROOM ,6,14-09-2011 12:50,2.1,12921.0,United Kingdom
545571,47566,PARTY BUNTING,4,03-03-2011 16:34,4.95,17700.0,United Kingdom
C574712,23407,SET OF 2 TRAYS HOME SWEET HOME,-1,06-11-2011 14:25,9.95,14502.0,United Kingdom
543024,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,02-02-2011 14:39,2.55,13777.0,United Kingdom
573153,84988,SET OF 72 PINK HEART PAPER DOILIES,48,28-10-2011 07:39,1.45,12678.0,France
580650,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,24,05-12-2011 13:30,0.83,14401.0,United Kingdom
551516,22520,CHILDS GARDEN TROWEL BLUE ,6,01-05-2011 11:10,0.85,14800.0,United Kingdom
552560,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,10-05-2011 11:48,0.42,17581.0,United Kingdom
562377,23203,JUMBO BAG DOILEY PATTERNS,2,04-08-2011 15:04,2.08,14535.0,United Kingdom
551775,23152,IVORY SWEETHEART WIRE LETTER RACK ,1,04-05-2011 11:21,3.75,12886.0,United Kingdom
542737,22077,6 RIBBONS RUSTIC CHARM,1,31-01-2011 15:52,1.65,15058.0,United Kingdom
548983,22464,HANGING METAL HEART LANTERN,6,05-04-2011 12:30,1.65,16906.0,United Kingdom
542303,22111,SCOTTIE DOG HOT WATER BOTTLE,3,27-01-2011 11:05,4.95,12539.0,Spain
536754,22834,HAND WARMER BABUSHKA DESIGN,5,02-12-2010 14:09,2.1,14449.0,United Kingdom
541570,85049C,ROMANTIC PINKS RIBBONS ,144,19-01-2011 12:34,1.06,14646.0,Netherlands
566290,23310,BUBBLEGUM RING ASSORTED,36,11-09-2011 15:24,0.42,14456.0,United Kingdom
580482,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,04-12-2011 12:44,0.85,16033.0,United Kingdom
580720,21064,BOOM BOX SPEAKER BOYS,2,05-12-2011 16:55,1.25,14629.0,United Kingdom
578678,22797,CHEST OF DRAWERS GINGHAM HEART ,1,24-11-2011 19:59,16.95,17841.0,United Kingdom
564740,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1,28-08-2011 14:39,1.65,14044.0,United Kingdom
561645,23315,IVORY REFECTORY CLOCK,12,28-07-2011 15:16,8.15,14911.0,EIRE
561807,23203,JUMBO BAG DOILEY PATTERNS,10,29-07-2011 15:02,2.08,17491.0,United Kingdom
566622,22813,PACK 3 BOXES BIRD PANNETONE ,12,14-09-2011 09:27,1.95,13860.0,United Kingdom
571054,22156,HEART DECORATION WITH PEARLS ,1,13-10-2011 13:58,0.85,14234.0,United Kingdom
544153,21181,PLEASE ONE PERSON METAL SIGN,2,16-02-2011 12:11,2.1,15356.0,United Kingdom
567697,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,22-09-2011 08:41,4.25,16558.0,United Kingdom
569687,23471,SIX DRAWER OFFICE TIDY,2,05-10-2011 14:53,9.95,13709.0,United Kingdom
572183,22866,HAND WARMER SCOTTY DOG DESIGN,12,21-10-2011 10:50,2.1,16153.0,United Kingdom
572520,85194S,HANGING SPRING FLOWER EGG SMALL,48,24-10-2011 15:05,0.19,13165.0,United Kingdom
575706,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,10-11-2011 17:13,2.08,14713.0,United Kingdom
545062,21166,COOK WITH WINE METAL SIGN ,1,27-02-2011 14:07,2.08,12748.0,United Kingdom
550639,85017C,ENVELOPE 50 CURIOUS IMAGES,12,19-04-2011 15:46,0.42,14152.0,United Kingdom
546683,22027,TEA PARTY BIRTHDAY CARD,12,16-03-2011 09:38,0.42,12868.0,United Kingdom
568054,23270,SET OF 2 CERAMIC PAINTED HEARTS ,6,23-09-2011 12:50,1.45,16978.0,United Kingdom
559553,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,11-07-2011 09:23,4.95,16174.0,United Kingdom
555524,22776,SWEETHEART CAKESTAND 3 TIER,1,05-06-2011 11:37,9.95,16923.0,United Kingdom
565766,21231,SWEETHEART CERAMIC TRINKET BOX,1,06-09-2011 14:23,1.25,17841.0,United Kingdom
537196,22574,HEART WOODEN CHRISTMAS DECORATION,2,05-12-2010 13:55,0.85,15426.0,United Kingdom
557322,22939,APRON APPLE DELIGHT,4,20-06-2011 09:04,4.95,17444.0,Canada
580647,23051,RECYCLED ACAPULCO MAT BLUE,2,05-12-2011 13:14,8.25,14083.0,United Kingdom
575637,22557,PLASTERS IN TIN VINTAGE PAISLEY ,4,10-11-2011 13:46,1.65,16904.0,United Kingdom
557303,23156,SET OF 5 MINI GROCERY MAGNETS,12,19-06-2011 14:36,2.08,12450.0,Spain
572035,22631,CIRCUS PARADE LUNCH BOX ,64,20-10-2011 12:03,1.65,14646.0,Netherlands
575919,21731,RED TOADSTOOL LED NIGHT LIGHT,144,11-11-2011 17:00,1.45,15311.0,United Kingdom
540168,21928,JUMBO BAG SCANDINAVIAN PAISLEY,6,05-01-2011 12:15,1.95,13715.0,United Kingdom
553129,22745,POPPY'S PLAYHOUSE BEDROOM ,2,13-05-2011 12:34,2.1,17765.0,United Kingdom
542506,22470,HEART OF WICKER LARGE,18,28-01-2011 12:06,2.95,16523.0,United Kingdom
557489,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,20-06-2011 14:58,2.95,12490.0,France
543108,72798C,SET/4 GARDEN ROSE DINNER CANDLE,4,03-02-2011 12:37,1.65,14085.0,United Kingdom
553747,17136A,BLUE STONES ON WIRE FOR CANDLE,24,19-05-2011 09:47,0.08,13627.0,United Kingdom
553941,23301,GARDENERS KNEELING PAD KEEP CALM ,12,20-05-2011 10:37,1.65,14334.0,United Kingdom
557011,22380,TOY TIDY SPACEBOY  ,6,16-06-2011 11:50,2.1,16279.0,United Kingdom
543040,22819,"BIRTHDAY CARD, RETRO SPOT",12,02-02-2011 17:06,0.42,17337.0,United Kingdom
574673,35954,SMALL FOLKART STAR CHRISTMAS DEC,48,06-11-2011 12:26,0.19,15555.0,United Kingdom
538312,21189,WHITE HONEYCOMB PAPER GARLAND ,3,10-12-2010 13:48,1.65,16727.0,United Kingdom
553088,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,13-05-2011 11:53,1.45,16180.0,United Kingdom
581345,23084,RABBIT NIGHT LIGHT,1,08-12-2011 12:15,2.08,17315.0,United Kingdom
565321,21121,SET/10 RED POLKADOT PARTY CANDLES,24,02-09-2011 13:14,1.25,12437.0,France
537463,22961,JAM MAKING SET PRINTED,12,07-12-2010 10:08,1.45,12681.0,France
536568,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,01-12-2010 15:28,0.42,16048.0,United Kingdom
557129,82578,KITCHEN METAL SIGN,1,16-06-2011 19:59,0.55,17841.0,United Kingdom
559921,84660B,BLACK STITCHED WALL CLOCK,2,13-07-2011 15:42,0.79,13667.0,United Kingdom
542932,22077,6 RIBBONS RUSTIC CHARM,24,02-02-2011 10:54,1.65,13089.0,United Kingdom
547375,22273,FELTCRAFT DOLL MOLLY,6,22-03-2011 14:24,2.95,13196.0,United Kingdom
554942,22273,FELTCRAFT DOLL MOLLY,1,27-05-2011 14:01,2.95,17841.0,United Kingdom
550137,21155,RED RETROSPOT PEG BAG,12,14-04-2011 13:59,2.55,12477.0,Germany
552039,20728,LUNCH BAG CARS BLUE,10,06-05-2011 08:10,1.65,13081.0,United Kingdom
577478,23298,SPOTTY BUNTING,3,20-11-2011 11:33,4.95,15963.0,United Kingdom
560922,84992,72 SWEETHEART FAIRY CAKE CASES,24,21-07-2011 19:34,0.55,14911.0,EIRE
573379,23215,JINGLE BELL HEART ANTIQUE SILVER,12,30-10-2011 14:03,2.08,15680.0,United Kingdom
559544,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,4,10-07-2011 13:52,0.39,17126.0,United Kingdom
580319,21408,SPOTTY PINK DUCK DOORSTOP,8,02-12-2011 15:39,1.95,15078.0,United Kingdom
539322,20727,LUNCH BAG  BLACK SKULL.,3,16-12-2010 19:22,1.65,14713.0,United Kingdom
548670,21054,NURSE'S BAG SOFT TOY,1,01-04-2011 15:37,8.95,15356.0,United Kingdom
573074,22960,JAM MAKING SET WITH JARS,6,27-10-2011 14:03,4.25,16265.0,United Kingdom
571044,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,13-10-2011 13:24,1.25,14421.0,United Kingdom
562621,21843,RED RETROSPOT CAKE STAND,2,08-08-2011 12:36,10.95,14415.0,United Kingdom
561195,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,25-07-2011 13:57,4.95,14796.0,United Kingdom
567672,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,21-09-2011 15:39,1.25,16085.0,United Kingdom
538453,22195,LARGE HEART MEASURING SPOONS,2,12-12-2010 12:26,1.65,16779.0,United Kingdom
560547,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,19-07-2011 12:39,8.5,17419.0,United Kingdom
580634,22178,VICTORIAN GLASS HANGING T-LIGHT,48,05-12-2011 12:29,1.95,14060.0,United Kingdom
547666,22681,FRENCH BLUE METAL DOOR SIGN 6,10,24-03-2011 13:23,1.25,14235.0,United Kingdom
578814,22991,GIRAFFE WOODEN RULER,1,25-11-2011 13:40,1.95,12748.0,United Kingdom
574544,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,04-11-2011 14:49,1.65,17084.0,United Kingdom
562615,82581,TOILET METAL SIGN,9,08-08-2011 12:20,0.55,16458.0,United Kingdom
541979,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,24-01-2011 14:54,3.95,14911.0,EIRE
540353,22424,ENAMEL BREAD BIN CREAM,1,06-01-2011 14:53,12.75,13764.0,United Kingdom
561321,21535,RED RETROSPOT SMALL MILK JUG,1,26-07-2011 12:59,2.55,13668.0,United Kingdom
553658,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,18-05-2011 11:42,0.83,16818.0,United Kingdom
576667,23581,JUMBO BAG PAISLEY PARK,10,16-11-2011 11:48,2.08,12963.0,United Kingdom
574287,22457,NATURAL SLATE HEART CHALKBOARD ,2,03-11-2011 15:09,2.95,14723.0,United Kingdom
548714,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1,03-04-2011 15:07,2.95,17337.0,United Kingdom
578814,85049E,SCANDINAVIAN REDS RIBBONS,1,25-11-2011 13:40,1.25,12748.0,United Kingdom
555570,22704,WRAP RED APPLES ,25,05-06-2011 15:36,0.42,15152.0,United Kingdom
578515,35961,FOLKART ZINC HEART CHRISTMAS DEC,5,24-11-2011 13:40,0.85,16885.0,United Kingdom
569220,21918,SET 12 KIDS COLOUR  CHALK STICKS,3,02-10-2011 13:26,0.42,16007.0,United Kingdom
573511,22727,ALARM CLOCK BAKELIKE RED ,12,31-10-2011 12:25,3.75,12347.0,Iceland
575206,79321,CHILLI LIGHTS,24,09-11-2011 10:26,4.95,14298.0,United Kingdom
581401,20685,DOORMAT RED RETROSPOT,2,08-12-2011 13:43,8.25,17644.0,United Kingdom
568528,22866,HAND WARMER SCOTTY DOG DESIGN,12,27-09-2011 13:32,2.1,13979.0,United Kingdom
572049,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,2,20-10-2011 12:21,4.15,17243.0,United Kingdom
572194,72741,GRAND CHOCOLATECANDLE,9,21-10-2011 11:43,1.45,17832.0,United Kingdom
566560,23265,SET OF 3 WOODEN TREE DECORATIONS,5,13-09-2011 12:09,1.25,17092.0,United Kingdom
574832,21591,COSY HOUR CIGAR BOX MATCHES ,24,07-11-2011 11:29,1.25,17183.0,United Kingdom
537201,22556,PLASTERS IN TIN CIRCUS PARADE ,12,05-12-2010 14:19,1.65,12472.0,Germany
578534,23313,VINTAGE CHRISTMAS BUNTING,2,24-11-2011 14:51,4.95,15725.0,United Kingdom
557619,22090,PAPER BUNTING RETROSPOT,6,21-06-2011 13:58,2.95,17757.0,United Kingdom
556815,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,15-06-2011 08:36,1.65,14852.0,United Kingdom
554787,82552,WASHROOM METAL SIGN,2,26-05-2011 11:51,1.45,16356.0,United Kingdom
571318,22759,SET OF 3 NOTEBOOKS IN PARCEL,96,17-10-2011 10:50,1.65,17404.0,Sweden
561995,22405,MONEY BOX POCKET MONEY DESIGN,12,01-08-2011 13:44,1.25,16133.0,United Kingdom
555872,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2,07-06-2011 15:04,15.95,13395.0,United Kingdom
579427,85034C,3 ROSE MORRIS BOXED CANDLES,3,29-11-2011 13:04,1.25,16479.0,United Kingdom
548568,21528,DAIRY MAID TRADITIONAL TEAPOT ,2,01-04-2011 10:43,5.95,14543.0,United Kingdom
579267,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,29-11-2011 09:42,0.55,14961.0,United Kingdom
561882,22690,DOORMAT HOME SWEET HOME BLUE ,4,31-07-2011 12:52,7.95,13388.0,United Kingdom
572283,23394,POSTE FRANCE CUSHION COVER,3,23-10-2011 11:42,3.75,15000.0,United Kingdom
568040,21121,SET/10 RED POLKADOT PARTY CANDLES,24,23-09-2011 12:09,1.25,12681.0,France
571944,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,20-10-2011 10:15,0.42,13755.0,United Kingdom
555383,21828,EIGHT PIECE SNAKE  SET,2,02-06-2011 15:13,1.25,12517.0,Germany
578662,23460,SWEETHEART WALL TIDY ,1,24-11-2011 16:51,9.95,17516.0,United Kingdom
576605,21754,HOME BUILDING BLOCK WORD,2,15-11-2011 15:33,6.25,14562.0,United Kingdom
574532,21990,MODERN FLORAL STATIONERY SET,12,04-11-2011 14:19,1.25,15676.0,United Kingdom
567104,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,16-09-2011 13:33,1.25,15975.0,United Kingdom
560359,22630,DOLLY GIRL LUNCH BOX,1,18-07-2011 11:47,1.95,14159.0,United Kingdom
561692,21912,VINTAGE SNAKES & LADDERS,4,29-07-2011 09:48,3.75,14143.0,United Kingdom
571671,22508,DOORSTOP RETROSPOT HEART,2,18-10-2011 13:15,3.75,16940.0,United Kingdom
537441,21916,SET 12 RETRO WHITE CHALK STICKS,20,06-12-2010 17:26,0.42,13564.0,United Kingdom
548715,20969,RED FLORAL FELTCRAFT SHOULDER BAG,3,03-04-2011 15:22,3.75,17758.0,United Kingdom
567850,21790,VINTAGE SNAP CARDS,12,22-09-2011 13:18,0.85,15067.0,United Kingdom
540316,21238,RED RETROSPOT CUP,8,06-01-2011 13:00,0.85,16676.0,United Kingdom
564510,22092,BLUE PAISLEY TISSUE BOX,36,25-08-2011 14:42,0.39,14194.0,United Kingdom
576687,22508,DOORSTOP RETROSPOT HEART,1,16-11-2011 12:13,3.75,13558.0,United Kingdom
568996,23176,ABC TREASURE BOOK BOX ,8,29-09-2011 17:16,2.25,13131.0,United Kingdom
565447,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,04-09-2011 15:20,0.39,14107.0,United Kingdom
550459,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,6,18-04-2011 13:17,1.25,18116.0,United Kingdom
572283,21577,SAVE THE PLANET COTTON TOTE BAG,2,23-10-2011 11:42,2.25,15000.0,United Kingdom
570049,23309,SET OF 60 I LOVE LONDON CAKE CASES ,3,07-10-2011 10:55,0.55,17228.0,United Kingdom
578520,23491,VINTAGE JINGLE BELLS HEART,1,24-11-2011 13:57,8.25,14591.0,United Kingdom
541593,21671,RED SPOT CERAMIC DRAWER KNOB,6,19-01-2011 15:20,1.25,17611.0,United Kingdom
540971,22966,GINGERBREAD MAN COOKIE CUTTER,24,12-01-2011 14:10,1.25,12383.0,Belgium
577533,23332,IVORY WICKER HEART LARGE,1,20-11-2011 14:04,1.65,16877.0,United Kingdom
550438,22430,ENAMEL WATERING CAN CREAM,4,18-04-2011 12:16,4.95,15265.0,United Kingdom
568205,21912,VINTAGE SNAKES & LADDERS,4,25-09-2011 15:30,3.75,18066.0,United Kingdom
551250,20724,RED RETROSPOT CHARLOTTE BAG,1,27-04-2011 12:00,0.85,17841.0,United Kingdom
566217,22422,TOOTHPASTE TUBE PEN,1,09-09-2011 15:17,1.25,14096.0,United Kingdom
562274,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,04-08-2011 10:00,1.65,12704.0,Finland
579270,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,29-11-2011 09:50,2.1,15783.0,United Kingdom
570863,22730,ALARM CLOCK BAKELIKE IVORY,8,12-10-2011 15:39,3.75,15144.0,United Kingdom
552970,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,360,12-05-2011 13:41,1.06,17388.0,United Kingdom
539050,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,15-12-2010 16:21,0.65,12577.0,France
570667,22383,LUNCH BAG SUKI DESIGN ,10,11-10-2011 14:33,1.65,12362.0,Belgium
568183,17003,BROCADE RING PURSE ,2,25-09-2011 13:47,0.39,13991.0,United Kingdom
574532,22339,CHRISTMAS TREE PAINTED ZINC ,96,04-11-2011 14:19,0.19,15676.0,United Kingdom
570232,48185,DOORMAT FAIRY CAKE,3,09-10-2011 13:58,8.25,14040.0,United Kingdom
539586,22223,CAKE PLATE LOVEBIRD PINK,24,20-12-2010 13:08,1.95,14298.0,United Kingdom
539475,22555,PLASTERS IN TIN STRONGMAN,1,19-12-2010 14:41,1.65,16686.0,United Kingdom
578946,22730,ALARM CLOCK BAKELIKE IVORY,1,27-11-2011 13:47,3.75,16005.0,United Kingdom
562173,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,03-08-2011 12:12,6.75,14530.0,United Kingdom
556253,23112,PARISIENNE CURIO CABINET,2,09-06-2011 16:55,7.5,17652.0,United Kingdom
568394,22467,GUMBALL COAT RACK,6,27-09-2011 10:20,2.55,13314.0,United Kingdom
